ProductID,ProductName,Category,Price,Rating,Availability,ReleaseYear
40,Product 339,Home & Kitchen,129.09,4.6,Out of Stock,2022
41,Product 100,Toys & Games,445.17,3.4,In Stock,2022
42,Product 473,Toys & Games,152.29,3.3,Backorder,2019
43,Product 178,Home & Kitchen,45.12,2.1,In Stock,2018
44,Product 244,Electronics,442.86,2.5,In Stock,2020
45,Product 286,Home & Kitchen,202.61,3.5,Backorder,2022
46,Product 148,Electronics,41.46,2.7,Out of Stock,2019
47,Product 148,Fashion,92.47,1.0,Backorder,2017
48,Product 399,Fashion,388.13,4.3,Backorder,2016
49,Product 424,Fashion,262.99,2.4,Out of Stock,2021
50,Product 289,Fashion,348.58,3.3,Out of Stock,2020
51,Product 450,Beauty & Personal Care,318.53,2.2,In Stock,2020
52,Product 266,Beauty & Personal Care,314.7,1.0,Out of Stock,2015
53,Product 186,Home & Kitchen,115.26,4.3,In Stock,2018
54,Product 128,Toys & Games,282.49,1.8,Backorder,2019
55,Product 33,Beauty & Personal Care,156.44,2.9,In Stock,2020
56,Product 32,Beauty & Personal Care,51.17,2.5,In Stock,2018
57,Product 203,Toys & Games,275.84,3.4,Backorder,2017
58,Product 245,Beauty & Personal Care,114.83,3.0,Backorder,2019
59,Product 152,Toys & Games,493.74,2.5,Backorder,2020
60,Product 164,Beauty & Personal Care,466.09,1.3,Backorder,2017
61,Product 460,Fashion,84.37,1.1,Out of Stock,2021
62,Product 371,Toys & Games,171.96,1.0,Backorder,2022
63,Product 184,Fashion,32.61,3.1,In Stock,2018
64,Product 29,Home & Kitchen,241.31,3.2,In Stock,2020
65,Product 291,Toys & Games,50.6,1.5,In Stock,2016
66,Product 129,Toys & Games,481.93,3.5,Out of Stock,2022
67,Product 129,Electronics,306.64,2.9,Out of Stock,2022
68,Product 421,Beauty & Personal Care,168.43,3.6,Backorder,2022
69,Product 54,Toys & Games,193.54,4.2,Out of Stock,2018
70,Product 390,Electronics,377.58,1.4,Backorder,2015
71,Product 39,Electronics,334.1,1.9,In Stock,2018
72,Product 489,Electronics,166.25,1.9,Out of Stock,2017
73,Product 245,Fashion,444.92,2.9,Out of Stock,2021
74,Product 274,Electronics,421.13,2.6,Backorder,2021
75,Product 336,Toys & Games,48.11,4.4,Backorder,2017
76,Product 389,Home & Kitchen,32.9,1.6,Out of Stock,2020
77,Product 106,Beauty & Personal Care,412.21,2.9,Backorder,2021
78,Product 43,Fashion,189.24,3.4,Backorder,2017
79,Product 443,Electronics,16.61,1.1,In Stock,2019
80,Product 32,Electronics,56.83,4.2,Out of Stock,2016
81,Product 377,Fashion,419.87,3.0,Out of Stock,2022
82,Product 258,Fashion,409.07,2.0,Backorder,2019
83,Product 322,Toys & Games,370.46,3.6,Backorder,2022
84,Product 488,Toys & Games,189.99,3.8,Out of Stock,2020
85,Product 426,Home & Kitchen,134.53,2.5,Backorder,2017
86,Product 58,Toys & Games,438.15,2.0,Backorder,2016
87,Product 292,Toys & Games,91.47,4.8,Backorder,2022
88,Product 359,Fashion,218.86,2.9,Backorder,2019
89,Product 120,Fashion,439.48,3.2,Out of Stock,2018
90,Product 268,Beauty & Personal Care,239.08,2.0,Out of Stock,2019
91,Product 431,Fashion,184.93,2.9,Out of Stock,2019
92,Product 83,Fashion,260.39,2.2,In Stock,2021
93,Product 92,Toys & Games,411.16,3.6,In Stock,2019
94,Product 385,Toys & Games,244.63,3.9,In Stock,2022
95,Product 399,Fashion,291.58,4.3,Out of Stock,2016
96,Product 100,Fashion,202.26,2.0,Out of Stock,2022
97,Product 54,Beauty & Personal Care,272.82,1.0,In Stock,2020
98,Product 397,Electronics,405.26,2.9,Out of Stock,2017
99,Product 122,Fashion,278.44,4.2,Out of Stock,2021
100,Product 427,Home & Kitchen,253.16,2.1,Backorder,2022
101,Product 85,Beauty & Personal Care,240.8,4.3,Backorder,2018
102,Product 204,Electronics,390.47,4.2,Backorder,2015
103,Product 325,Toys & Games,121.8,1.2,In Stock,2017
104,Product 263,Fashion,218.07,1.7,In Stock,2017
105,Product 453,Home & Kitchen,160.73,1.9,Out of Stock,2020
106,Product 48,Toys & Games,67.79,4.3,Out of Stock,2022
107,Product 128,Fashion,313.94,2.3,In Stock,2015
108,Product 132,Electronics,334.44,2.7,Backorder,2021
109,Product 461,Fashion,57.62,3.5,In Stock,2019
110,Product 357,Fashion,463.39,3.5,In Stock,2021
111,Product 181,Home & Kitchen,299.75,1.3,Out of Stock,2016
112,Product 489,Beauty & Personal Care,147.6,2.8,Out of Stock,2017
113,Product 335,Toys & Games,20.06,4.7,In Stock,2022
114,Product 144,Toys & Games,275.07,3.1,In Stock,2017
115,Product 149,Fashion,173.01,1.8,In Stock,2021
116,Product 228,Home & Kitchen,489.84,2.7,In Stock,2019
117,Product 443,Beauty & Personal Care,483.58,1.5,Out of Stock,2018
118,Product 280,Fashion,245.41,4.6,Out of Stock,2021
119,Product 208,Toys & Games,345.71,1.2,Backorder,2019
120,Product 398,Fashion,294.15,3.9,In Stock,2018
121,Product 374,Electronics,60.03,1.7,In Stock,2017
122,Product 342,Beauty & Personal Care,144.42,1.8,Out of Stock,2019
123,Product 49,Fashion,95.77,3.7,In Stock,2015
124,Product 306,Home & Kitchen,168.05,4.6,In Stock,2015
125,Product 70,Toys & Games,141.86,1.4,Backorder,2017
126,Product 170,Electronics,127.14,1.8,Out of Stock,2021
127,Product 164,Home & Kitchen,379.76,2.8,In Stock,2022
128,Product 449,Toys & Games,426.24,2.1,Out of Stock,2022
129,Product 96,Electronics,233.99,2.5,Backorder,2019
130,Product 198,Toys & Games,390.45,4.5,In Stock,2017
131,Product 95,Beauty & Personal Care,61.24,3.6,In Stock,2021
132,Product 257,Fashion,405.37,1.7,Backorder,2017
133,Product 370,Toys & Games,313.57,3.7,Out of Stock,2020
134,Product 179,Electronics,357.9,4.3,Backorder,2017
135,Product 293,Beauty & Personal Care,97.17,4.9,Backorder,2017
136,Product 419,Fashion,454.39,1.3,Backorder,2022
137,Product 305,Beauty & Personal Care,208.04,3.8,Backorder,2021
138,Product 350,Home & Kitchen,77.19,3.8,Out of Stock,2017
139,Product 388,Home & Kitchen,384.8,3.1,Backorder,2019
140,Product 99,Fashion,396.0,4.8,Out of Stock,2019
141,Product 43,Home & Kitchen,255.08,4.1,Out of Stock,2015
142,Product 462,Fashion,144.15,1.2,Backorder,2020
143,Product 369,Home & Kitchen,52.79,4.2,Backorder,2021
144,Product 488,Home & Kitchen,175.07,3.2,Backorder,2019
145,Product 406,Home & Kitchen,301.69,2.7,In Stock,2016
146,Product 202,Fashion,376.38,2.8,Out of Stock,2018
147,Product 384,Toys & Games,445.41,2.6,Backorder,2019
148,Product 1,Toys & Games,289.28,2.8,In Stock,2017
149,Product 395,Home & Kitchen,62.05,2.8,Backorder,2016
150,Product 371,Toys & Games,344.7,1.4,Backorder,2017
151,Product 44,Beauty & Personal Care,23.63,1.3,In Stock,2022
152,Product 443,Home & Kitchen,384.14,2.7,Backorder,2017
153,Product 384,Beauty & Personal Care,241.5,4.1,Out of Stock,2017
154,Product 24,Toys & Games,346.76,1.4,Out of Stock,2019
155,Product 188,Fashion,420.1,2.4,Backorder,2017
156,Product 131,Electronics,155.68,3.9,In Stock,2018
157,Product 378,Fashion,281.32,1.3,In Stock,2020
158,Product 99,Fashion,143.61,1.5,Out of Stock,2022
159,Product 63,Toys & Games,359.28,3.1,Out of Stock,2021
160,Product 420,Fashion,214.03,4.5,Out of Stock,2021
161,Product 223,Toys & Games,159.88,4.6,Out of Stock,2022
162,Product 124,Electronics,455.54,3.3,Backorder,2020
163,Product 452,Toys & Games,73.1,4.6,Backorder,2022
164,Product 83,Beauty & Personal Care,77.91,4.2,Backorder,2019
165,Product 431,Toys & Games,246.4,2.8,Out of Stock,2018
166,Product 228,Beauty & Personal Care,381.72,4.4,Backorder,2017
167,Product 149,Fashion,48.44,2.7,Backorder,2017
168,Product 210,Fashion,436.07,4.9,Out of Stock,2020
169,Product 51,Beauty & Personal Care,30.91,3.8,In Stock,2016
170,Product 412,Fashion,56.96,4.2,Backorder,2021
171,Product 271,Home & Kitchen,242.78,3.3,In Stock,2019
172,Product 42,Electronics,232.03,2.9,In Stock,2022
173,Product 59,Toys & Games,150.51,1.7,In Stock,2018
174,Product 194,Electronics,469.46,2.0,Backorder,2016
175,Product 37,Fashion,294.87,1.6,In Stock,2015
176,Product 267,Electronics,26.99,4.6,In Stock,2017
177,Product 87,Home & Kitchen,373.37,3.2,Backorder,2018
178,Product 44,Home & Kitchen,101.4,2.3,Backorder,2015
179,Product 361,Toys & Games,377.12,2.1,Out of Stock,2020
180,Product 12,Fashion,282.51,1.8,Backorder,2022
181,Product 259,Fashion,13.65,3.4,Backorder,2018
182,Product 308,Home & Kitchen,417.88,2.0,Out of Stock,2015
183,Product 81,Beauty & Personal Care,260.15,4.6,Out of Stock,2018
184,Product 33,Electronics,396.7,4.2,In Stock,2015
185,Product 183,Home & Kitchen,228.26,3.4,Out of Stock,2022
186,Product 129,Electronics,426.08,1.7,In Stock,2020
187,Product 295,Toys & Games,427.59,1.5,Out of Stock,2019
188,Product 276,Home & Kitchen,271.2,1.4,In Stock,2017
189,Product 175,Toys & Games,349.31,1.5,In Stock,2021
190,Product 43,Beauty & Personal Care,186.85,1.1,In Stock,2015
191,Product 372,Beauty & Personal Care,416.02,4.4,Backorder,2019
192,Product 185,Fashion,124.85,4.1,Backorder,2018
193,Product 445,Toys & Games,471.36,2.1,Out of Stock,2017
194,Product 489,Home & Kitchen,171.64,3.8,Backorder,2019
195,Product 78,Electronics,352.75,1.1,Out of Stock,2019
196,Product 287,Electronics,108.52,1.1,Out of Stock,2019
197,Product 281,Toys & Games,51.31,3.9,Backorder,2016
198,Product 126,Home & Kitchen,112.71,4.1,Backorder,2017
199,Product 259,Fashion,499.33,1.1,Backorder,2022
200,Product 4,Beauty & Personal Care,488.17,2.1,In Stock,2022
201,Product 95,Beauty & Personal Care,25.11,3.7,Backorder,2015
202,Product 227,Fashion,246.27,3.5,In Stock,2016
203,Product 364,Home & Kitchen,332.74,4.1,In Stock,2017
204,Product 270,Electronics,69.58,3.7,Backorder,2018
205,Product 369,Electronics,192.82,1.4,Backorder,2016
206,Product 297,Electronics,144.57,1.6,Backorder,2018
207,Product 329,Home & Kitchen,263.22,4.8,Backorder,2015
208,Product 20,Home & Kitchen,151.94,3.9,In Stock,2017
209,Product 96,Toys & Games,223.18,1.9,Backorder,2019
210,Product 329,Toys & Games,154.9,1.3,Out of Stock,2022
211,Product 411,Fashion,17.68,2.8,In Stock,2021
212,Product 451,Fashion,423.59,1.2,Backorder,2022
213,Product 249,Electronics,430.75,1.4,In Stock,2021
214,Product 181,Home & Kitchen,483.05,4.9,Out of Stock,2020
215,Product 324,Toys & Games,369.37,1.3,In Stock,2018
216,Product 493,Electronics,407.98,1.4,In Stock,2018
217,Product 318,Toys & Games,40.76,3.8,Out of Stock,2020
218,Product 271,Home & Kitchen,480.65,2.4,In Stock,2018
219,Product 353,Home & Kitchen,159.86,2.3,In Stock,2022
220,Product 261,Fashion,33.16,4.8,In Stock,2019
221,Product 452,Home & Kitchen,299.68,1.8,In Stock,2022
222,Product 238,Home & Kitchen,35.1,3.5,Out of Stock,2018
223,Product 140,Electronics,103.62,4.9,Backorder,2017
224,Product 87,Home & Kitchen,486.07,1.5,Out of Stock,2022
225,Product 462,Beauty & Personal Care,303.46,1.1,Backorder,2015
226,Product 378,Electronics,394.13,2.0,Backorder,2022
227,Product 110,Fashion,16.94,4.8,In Stock,2021
228,Product 332,Electronics,224.98,1.1,In Stock,2016
229,Product 185,Electronics,216.79,4.9,Out of Stock,2017
230,Product 17,Home & Kitchen,394.62,3.1,In Stock,2019
231,Product 153,Electronics,125.59,3.7,In Stock,2019
232,Product 414,Toys & Games,203.92,1.9,In Stock,2020
233,Product 150,Beauty & Personal Care,32.22,4.7,In Stock,2020
234,Product 111,Toys & Games,184.89,5.0,In Stock,2016
235,Product 26,Fashion,85.88,1.6,Out of Stock,2019
236,Product 465,Beauty & Personal Care,448.33,3.5,In Stock,2018
237,Product 445,Home & Kitchen,456.3,2.2,Backorder,2015
238,Product 378,Beauty & Personal Care,493.1,1.3,Backorder,2019
239,Product 375,Home & Kitchen,166.61,2.3,In Stock,2022
240,Product 118,Electronics,192.29,2.2,Backorder,2017
241,Product 446,Home & Kitchen,361.35,4.9,Backorder,2015
242,Product 84,Fashion,353.42,2.6,Out of Stock,2015
243,Product 162,Toys & Games,273.55,2.7,In Stock,2016
244,Product 361,Beauty & Personal Care,275.19,2.3,Out of Stock,2015
245,Product 417,Toys & Games,118.41,4.7,Out of Stock,2020
246,Product 229,Toys & Games,121.82,3.1,Out of Stock,2018
247,Product 252,Toys & Games,231.16,3.0,In Stock,2015
248,Product 122,Toys & Games,28.09,4.9,In Stock,2020
249,Product 327,Electronics,240.13,1.2,In Stock,2021
250,Product 470,Fashion,301.62,2.2,Backorder,2021
251,Product 288,Fashion,232.79,1.4,In Stock,2015
252,Product 14,Home & Kitchen,139.56,1.5,Out of Stock,2019
253,Product 328,Home & Kitchen,360.67,4.2,In Stock,2019
254,Product 185,Home & Kitchen,38.05,3.2,Backorder,2018
255,Product 153,Fashion,399.34,1.3,In Stock,2021
256,Product 80,Fashion,193.35,1.5,Out of Stock,2019
257,Product 42,Fashion,170.78,4.9,Backorder,2022
258,Product 275,Home & Kitchen,441.2,1.2,Out of Stock,2021
259,Product 41,Electronics,345.4,3.3,Out of Stock,2020
260,Product 439,Toys & Games,219.44,2.0,Backorder,2015
261,Product 208,Fashion,322.84,2.9,Out of Stock,2016
262,Product 268,Fashion,83.21,3.0,In Stock,2022
263,Product 167,Beauty & Personal Care,420.59,3.6,In Stock,2019
264,Product 112,Fashion,242.81,3.3,Backorder,2016
265,Product 350,Toys & Games,421.45,5.0,Backorder,2016
266,Product 130,Home & Kitchen,127.49,1.5,Out of Stock,2022
267,Product 224,Beauty & Personal Care,157.18,4.5,In Stock,2020
268,Product 375,Toys & Games,245.3,1.7,In Stock,2015
269,Product 301,Electronics,436.55,3.8,Backorder,2017
270,Product 217,Toys & Games,223.39,1.8,Backorder,2018
271,Product 382,Fashion,398.53,3.8,In Stock,2018
272,Product 25,Home & Kitchen,369.44,2.0,Out of Stock,2021
273,Product 68,Toys & Games,209.49,1.7,In Stock,2015
274,Product 467,Beauty & Personal Care,87.77,2.8,Backorder,2016
275,Product 496,Toys & Games,109.13,3.2,Out of Stock,2020
276,Product 260,Beauty & Personal Care,150.51,1.3,Backorder,2022
277,Product 235,Beauty & Personal Care,496.11,1.3,Backorder,2018
278,Product 205,Toys & Games,39.12,4.4,In Stock,2021
279,Product 487,Beauty & Personal Care,214.11,2.0,In Stock,2017
280,Product 292,Home & Kitchen,432.21,3.7,Backorder,2017
281,Product 215,Fashion,158.98,4.3,Out of Stock,2021
282,Product 190,Electronics,130.56,3.3,Backorder,2016
283,Product 198,Toys & Games,454.36,2.9,Out of Stock,2019
284,Product 216,Beauty & Personal Care,449.69,4.4,In Stock,2020
285,Product 44,Fashion,50.7,3.3,Backorder,2020
286,Product 33,Beauty & Personal Care,74.85,3.0,In Stock,2022
287,Product 12,Fashion,493.71,3.0,Out of Stock,2018
288,Product 105,Toys & Games,259.66,4.1,In Stock,2018
289,Product 213,Beauty & Personal Care,27.38,3.7,Out of Stock,2015
290,Product 139,Electronics,188.3,4.7,Out of Stock,2022
291,Product 183,Electronics,329.16,1.1,Out of Stock,2021
292,Product 492,Toys & Games,82.99,2.8,In Stock,2019
293,Product 422,Beauty & Personal Care,13.81,4.5,Out of Stock,2016
294,Product 126,Toys & Games,193.16,3.4,Backorder,2015
295,Product 157,Fashion,181.25,4.5,Out of Stock,2020
296,Product 112,Toys & Games,491.63,1.4,In Stock,2018
297,Product 489,Electronics,437.48,2.1,Out of Stock,2018
298,Product 259,Home & Kitchen,367.89,4.3,Out of Stock,2018
299,Product 28,Beauty & Personal Care,448.63,4.2,Backorder,2016
300,Product 468,Home & Kitchen,387.85,3.3,Backorder,2017
301,Product 218,Electronics,380.5,2.6,Out of Stock,2016
302,Product 152,Home & Kitchen,230.5,3.2,In Stock,2022
303,Product 310,Fashion,84.93,3.5,Backorder,2019
304,Product 308,Home & Kitchen,260.35,1.9,Out of Stock,2016
305,Product 175,Toys & Games,423.77,3.9,Backorder,2021
306,Product 149,Electronics,466.47,2.0,In Stock,2015
307,Product 438,Beauty & Personal Care,67.14,4.9,In Stock,2015
308,Product 30,Electronics,137.8,3.8,Out of Stock,2020
309,Product 68,Toys & Games,398.0,2.4,In Stock,2015
310,Product 36,Electronics,340.33,2.9,Backorder,2022
311,Product 296,Home & Kitchen,202.88,1.2,In Stock,2016
312,Product 394,Home & Kitchen,359.7,2.8,In Stock,2021
313,Product 74,Fashion,112.53,3.2,In Stock,2019
314,Product 298,Toys & Games,42.8,3.9,In Stock,2020
315,Product 408,Toys & Games,176.55,4.0,Out of Stock,2016
316,Product 388,Beauty & Personal Care,452.86,3.2,Out of Stock,2015
317,Product 303,Beauty & Personal Care,405.87,2.8,Out of Stock,2022
318,Product 219,Beauty & Personal Care,404.21,3.9,Backorder,2017
319,Product 435,Toys & Games,486.02,4.3,In Stock,2020
320,Product 365,Fashion,466.96,4.1,Backorder,2020
321,Product 260,Beauty & Personal Care,207.32,4.7,In Stock,2021
322,Product 288,Home & Kitchen,122.86,1.2,Backorder,2018
323,Product 266,Beauty & Personal Care,10.64,1.4,In Stock,2016
324,Product 395,Beauty & Personal Care,319.79,4.6,Backorder,2018
325,Product 28,Toys & Games,331.04,4.1,In Stock,2018
326,Product 430,Electronics,467.54,1.1,Backorder,2020
327,Product 200,Electronics,237.63,2.3,Out of Stock,2022
328,Product 424,Home & Kitchen,59.3,2.5,Backorder,2021
329,Product 62,Beauty & Personal Care,414.73,2.5,Backorder,2018
330,Product 342,Home & Kitchen,190.85,2.1,Backorder,2020
331,Product 354,Home & Kitchen,97.51,4.8,Out of Stock,2017
332,Product 45,Beauty & Personal Care,231.34,3.8,Backorder,2018
333,Product 291,Home & Kitchen,282.58,3.6,Out of Stock,2016
334,Product 419,Home & Kitchen,318.66,4.0,Backorder,2021
335,Product 89,Fashion,126.9,4.0,Out of Stock,2019
336,Product 34,Home & Kitchen,270.95,2.5,Out of Stock,2015
337,Product 134,Electronics,404.09,2.0,In Stock,2022
338,Product 233,Fashion,134.36,3.1,In Stock,2020
339,Product 256,Toys & Games,88.38,3.9,Out of Stock,2018
340,Product 37,Beauty & Personal Care,383.63,2.8,Backorder,2019
341,Product 257,Toys & Games,147.64,4.8,Out of Stock,2018
342,Product 460,Beauty & Personal Care,349.14,3.8,Out of Stock,2019
343,Product 291,Fashion,276.06,3.0,In Stock,2017
344,Product 198,Toys & Games,18.61,1.2,Out of Stock,2019
345,Product 383,Electronics,183.19,3.3,Backorder,2015
346,Product 438,Home & Kitchen,124.7,4.3,Out of Stock,2022
347,Product 255,Beauty & Personal Care,417.82,2.9,In Stock,2015
348,Product 81,Toys & Games,19.76,4.1,In Stock,2022
349,Product 447,Beauty & Personal Care,285.69,3.7,Backorder,2021
350,Product 137,Home & Kitchen,93.48,2.6,In Stock,2015
351,Product 190,Fashion,271.86,4.3,Backorder,2018
352,Product 130,Fashion,393.99,3.3,Backorder,2019
353,Product 210,Electronics,130.18,3.6,Backorder,2016
354,Product 369,Electronics,362.03,4.0,In Stock,2017
355,Product 292,Fashion,341.54,4.3,Backorder,2021
356,Product 377,Beauty & Personal Care,365.52,4.1,In Stock,2017
357,Product 348,Beauty & Personal Care,210.78,1.5,Backorder,2019
358,Product 169,Beauty & Personal Care,25.19,2.1,Backorder,2022
359,Product 373,Beauty & Personal Care,10.0,1.9,Out of Stock,2019
360,Product 293,Home & Kitchen,450.92,1.7,Out of Stock,2021
361,Product 177,Fashion,270.18,2.0,Out of Stock,2016
362,Product 26,Toys & Games,165.54,3.2,Out of Stock,2016
363,Product 324,Fashion,360.62,3.2,Backorder,2017
364,Product 360,Electronics,31.52,2.6,Out of Stock,2019
365,Product 292,Beauty & Personal Care,325.25,4.6,Backorder,2018
366,Product 115,Fashion,193.62,1.2,Out of Stock,2022
367,Product 287,Beauty & Personal Care,444.4,1.5,Backorder,2018
368,Product 30,Beauty & Personal Care,135.53,3.2,Out of Stock,2018
369,Product 242,Home & Kitchen,187.47,3.8,Out of Stock,2020
370,Product 290,Home & Kitchen,185.6,1.9,In Stock,2016
371,Product 147,Beauty & Personal Care,12.1,3.0,In Stock,2021
372,Product 274,Fashion,221.73,4.0,Out of Stock,2021
373,Product 222,Toys & Games,247.52,4.1,Backorder,2015
374,Product 341,Home & Kitchen,476.65,3.4,Backorder,2021
375,Product 3,Toys & Games,464.12,2.6,Backorder,2019
376,Product 70,Toys & Games,330.95,2.5,Out of Stock,2021
377,Product 358,Beauty & Personal Care,184.44,4.9,Out of Stock,2019
378,Product 397,Home & Kitchen,240.94,1.9,In Stock,2020
379,Product 45,Beauty & Personal Care,331.49,1.7,In Stock,2019
380,Product 374,Home & Kitchen,155.29,2.1,Backorder,2017
381,Product 254,Electronics,34.18,4.0,In Stock,2018
382,Product 323,Fashion,368.75,4.7,Backorder,2019
383,Product 112,Electronics,422.6,1.5,Backorder,2016
384,Product 92,Fashion,259.8,2.4,Backorder,2019
385,Product 342,Fashion,39.8,4.0,Backorder,2017
386,Product 424,Fashion,243.25,3.7,Out of Stock,2021
387,Product 40,Home & Kitchen,49.44,3.3,Out of Stock,2019
388,Product 460,Home & Kitchen,32.25,4.5,Backorder,2021
389,Product 151,Fashion,349.04,1.8,In Stock,2016
390,Product 415,Electronics,298.66,1.3,Out of Stock,2017
391,Product 146,Toys & Games,163.03,4.4,In Stock,2020
392,Product 199,Fashion,277.95,3.9,In Stock,2020
393,Product 456,Toys & Games,341.92,3.9,Out of Stock,2020
394,Product 275,Electronics,366.38,3.1,Backorder,2022
395,Product 349,Toys & Games,262.64,4.3,In Stock,2022
396,Product 44,Home & Kitchen,364.51,2.0,Backorder,2021
397,Product 84,Electronics,216.1,1.5,Out of Stock,2020
398,Product 434,Home & Kitchen,240.14,3.8,Out of Stock,2018
399,Product 298,Toys & Games,286.8,1.8,Backorder,2017
400,Product 94,Beauty & Personal Care,361.2,3.6,Backorder,2018
401,Product 175,Electronics,114.04,1.6,In Stock,2017
402,Product 406,Beauty & Personal Care,87.43,4.4,Out of Stock,2018
403,Product 202,Fashion,401.22,1.3,Out of Stock,2017
404,Product 346,Beauty & Personal Care,156.48,3.2,In Stock,2021
405,Product 499,Home & Kitchen,222.31,3.8,In Stock,2015
406,Product 481,Home & Kitchen,118.33,4.2,Backorder,2022
407,Product 476,Toys & Games,43.19,3.6,Out of Stock,2016
408,Product 330,Toys & Games,399.74,3.0,Out of Stock,2018
409,Product 29,Fashion,172.48,1.9,Out of Stock,2021
410,Product 492,Home & Kitchen,374.7,4.4,Backorder,2017
411,Product 210,Electronics,364.63,4.0,Out of Stock,2016
412,Product 106,Fashion,250.95,1.7,Out of Stock,2015
413,Product 443,Beauty & Personal Care,243.51,4.8,Out of Stock,2017
414,Product 385,Electronics,382.48,1.5,Out of Stock,2021
415,Product 471,Fashion,213.45,3.7,Backorder,2017
416,Product 64,Beauty & Personal Care,350.33,4.2,Out of Stock,2017
417,Product 17,Electronics,274.59,4.1,In Stock,2022
418,Product 107,Toys & Games,420.81,2.5,Backorder,2018
419,Product 165,Home & Kitchen,456.87,3.9,Out of Stock,2017
420,Product 95,Beauty & Personal Care,378.73,2.9,In Stock,2022
421,Product 25,Home & Kitchen,110.09,3.5,Out of Stock,2020
422,Product 117,Beauty & Personal Care,442.1,1.9,Out of Stock,2021
423,Product 192,Home & Kitchen,348.83,3.6,Backorder,2021
424,Product 196,Beauty & Personal Care,419.41,2.1,In Stock,2020
425,Product 308,Home & Kitchen,237.97,1.6,Backorder,2022
426,Product 137,Toys & Games,352.14,2.5,Backorder,2017
427,Product 441,Home & Kitchen,451.19,3.8,In Stock,2020
428,Product 348,Beauty & Personal Care,302.05,1.3,Out of Stock,2020
429,Product 94,Home & Kitchen,338.2,3.2,Out of Stock,2019
430,Product 380,Home & Kitchen,110.74,4.3,Backorder,2018
431,Product 239,Fashion,125.92,4.2,Out of Stock,2018
432,Product 88,Beauty & Personal Care,80.41,4.4,Out of Stock,2021
433,Product 161,Home & Kitchen,309.23,1.4,In Stock,2019
434,Product 148,Beauty & Personal Care,20.69,2.0,In Stock,2019
435,Product 73,Fashion,429.55,4.5,Backorder,2018
436,Product 456,Beauty & Personal Care,310.0,4.6,In Stock,2015
437,Product 88,Beauty & Personal Care,199.75,2.1,Backorder,2017
438,Product 14,Beauty & Personal Care,191.28,3.1,Out of Stock,2020
439,Product 315,Electronics,222.08,1.2,Backorder,2019
440,Product 82,Home & Kitchen,296.28,4.8,Backorder,2019
441,Product 121,Electronics,217.23,1.5,In Stock,2016
442,Product 373,Home & Kitchen,343.78,3.8,In Stock,2016
443,Product 440,Home & Kitchen,106.83,2.3,Backorder,2021
444,Product 321,Fashion,189.25,2.2,In Stock,2018
445,Product 204,Electronics,188.04,2.9,Out of Stock,2021
446,Product 221,Electronics,469.7,2.1,Out of Stock,2021
447,Product 421,Toys & Games,462.53,1.3,Backorder,2019
448,Product 282,Fashion,209.24,4.1,Out of Stock,2015
